Food_ID,Food_Name,Cuisine,Type,Calories,Protein,Fat,Carbs,Meal_Type,Price
660,Veg Kofta Curry,Mexican,Veg,303,11.8,18.5,50.4,Lunch,227
661,Dhokla,Thai,Veg,318,20.4,11.6,79.8,Snack,101
662,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,140
663,Sweet Potato Bowl,Italian,Vegan,267,37.4,25.1,71.5,Lunch,221
664,Tofu Scramble Wrap,Mediterranean,Vegan,195,15.0,10.2,37.7,Breakfast,118
665,Vegan Burrito,Italian,Vegan,477,30.1,11.3,40.9,Lunch,285
666,Vegan Noodles,Mediterranean,Vegan,194,28.8,21.9,57.3,Dinner,233
667,Veg Handi,Thai,Veg,337,32.2,26.1,79.6,Dinner,247
668,Chicken Tandoori,Mexican,Non-Veg,231,13.0,29.9,19.2,Lunch,247
669,Jeera Rice with Curry,Chinese,Veg,597,31.9,8.1,49.4,Dinner,299
670,Roasted Chickpeas,Continental,Vegan,347,11.3,2.4,74.0,Snack,67
671,Veg Frankie,Continental,Veg,439,28.3,13.9,24.8,Snack,165
672,Chicken Tikka Masala,Continental,Non-Veg,698,14.2,11.0,47.2,Dinner,308
673,Shahi Paneer,Continental,Veg,653,13.0,21.3,14.7,Lunch,305
674,Chia Pudding,Italian,Vegan,601,8.5,4.5,71.5,Breakfast,183
675,Vegan Overnight Oats,Indian,Vegan,567,10.3,29.6,20.1,Breakfast,178
676,Gobi Masala,Indian,Veg,528,23.1,6.7,22.4,Dinner,264
677,Oatmeal,Mediterranean,Vegan,161,9.2,20.1,18.6,Breakfast,154
678,Fish Masala,Continental,Non-Veg,297,36.4,25.5,68.6,Dinner,240
679,Chicken Sausage,Thai,Non-Veg,492,37.0,24.4,11.1,Breakfast,110
680,Vegan Chili,Continental,Vegan,256,39.4,3.1,43.0,Dinner,205
681,Samosa,Thai,Veg,403,16.7,6.6,16.0,Snack,85
682,Prawn Biryani,Thai,Non-Veg,690,21.5,21.9,65.4,Lunch,344
683,Vegan Overnight Oats,Indian,Vegan,567,10.3,29.6,20.1,Breakfast,100
684,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,116
685,Oatmeal,Mediterranean,Vegan,161,9.2,20.1,18.6,Breakfast,105
686,Vegan Burrito,Italian,Vegan,477,30.1,11.3,40.9,Lunch,284
687,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,252
688,Chicken Tikka,Chinese,Non-Veg,202,10.0,16.7,41.3,Snack,63
689,Veg Korma,Chinese,Veg,344,26.7,17.0,41.2,Dinner,241
690,Kale Chips,Italian,Vegan,643,10.3,13.9,58.8,Snack,98
691,Egg Fried Rice,Chinese,Non-Veg,550,36.9,5.9,54.0,Dinner,256
692,Bhel Puri,Mediterranean,Veg,311,13.8,10.7,74.2,Snack,82
693,Vegan Protein Bar,Mexican,Vegan,365,7.7,29.5,27.6,Snack,164
694,Veg Korma,Chinese,Veg,344,26.7,17.0,41.2,Dinner,233
695,Jeera Rice with Curry,Chinese,Veg,597,31.9,8.1,49.4,Dinner,255
696,Fruit Bowl,Continental,Vegan,292,20.0,26.6,19.4,Breakfast,154
697,Chole Bhature,Indian,Veg,368,33.0,28.4,63.9,Lunch,214
698,Chicken Pakora,Mexican,Non-Veg,585,19.4,25.1,51.0,Snack,68
699,Paneer Lababdar,Italian,Veg,518,20.9,28.6,27.8,Dinner,285
700,Masala Corn,Thai,Veg,408,23.0,22.2,32.7,Snack,86
701,Chicken Cutlet,Italian,Non-Veg,543,35.6,13.8,77.5,Breakfast,158
702,Chicken Frankie,Thai,Non-Veg,607,31.0,30.0,41.0,Breakfast,178
703,Veg Burger,Mediterranean,Veg,350,34.4,27.3,39.8,Snack,85
704,Mutton Rogan Josh,Italian,Non-Veg,613,32.6,29.2,78.4,Lunch,349
705,Veg Handi,Thai,Veg,337,32.2,26.1,79.6,Dinner,208
706,Vegan Yogurt Bowl,Continental,Vegan,258,18.5,20.1,48.6,Breakfast,163
707,Tofu Scramble Wrap,Mediterranean,Vegan,195,15.0,10.2,37.7,Breakfast,177
708,Avocado Toast,Indian,Vegan,483,17.2,4.9,16.4,Snack,89
709,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,100
710,Vegan Shepherd’s Pie,Chinese,Vegan,471,20.0,13.1,55.8,Dinner,267
711,Vegan Popcorn,Indian,Vegan,393,16.0,8.3,12.1,Snack,68
712,Masala Dosa,Mediterranean,Veg,435,10.4,28.0,32.0,Breakfast,135
713,Scrambled Eggs,Mediterranean,Non-Veg,206,13.6,10.6,33.8,Breakfast,153
714,Vegan Waffles,Italian,Vegan,440,35.7,3.2,23.5,Breakfast,147
715,Vegan Popcorn,Indian,Vegan,393,16.0,8.3,12.1,Snack,65
716,Paneer Lababdar,Italian,Veg,518,20.9,28.6,27.8,Dinner,283
717,Idli Sambar,Italian,Veg,160,24.5,3.0,59.9,Breakfast,124
718,Butter Chicken with Naan,Indian,Non-Veg,261,7.9,17.1,48.5,Dinner,242
719,Veg Hakka Noodles,Chinese,Veg,595,38.6,16.7,10.6,Dinner,299
720,Veg Burger,Mediterranean,Veg,350,34.4,27.3,39.8,Snack,123
721,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,283
722,Egg Paratha,Indian,Non-Veg,252,30.6,12.8,79.9,Breakfast,161
723,Vegetable Khichdi,Continental,Veg,367,24.1,9.6,26.9,Lunch,249
724,Chicken Handi,Chinese,Non-Veg,668,33.8,30.0,16.9,Dinner,300
725,Stuffed Paratha,Chinese,Veg,544,35.9,15.2,56.9,Dinner,257
726,Vegan Waffles,Italian,Vegan,440,35.7,3.2,23.5,Breakfast,199
727,Masala Dosa,Mediterranean,Veg,435,10.4,28.0,32.0,Breakfast,159
728,Matar Paneer,Indian,Veg,412,6.1,9.6,61.5,Dinner,273
729,Vegan Pizza,Mediterranean,Vegan,345,19.6,10.9,26.9,Dinner,235
730,Veg Hakka Noodles,Chinese,Veg,595,38.6,16.7,10.6,Dinner,276
731,Veg Frankie,Continental,Veg,439,28.3,13.9,24.8,Snack,189
732,Tofu Scramble Wrap,Mediterranean,Vegan,195,15.0,10.2,37.7,Breakfast,105
733,Masala Dosa,Mediterranean,Veg,435,10.4,28.0,32.0,Breakfast,144
734,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,284
735,Veg Manchurian,Mediterranean,Veg,322,7.3,3.3,18.2,Dinner,227
736,Mutton Rogan Josh,Italian,Non-Veg,613,32.6,29.2,78.4,Lunch,327
737,Peanut Butter Dates,Indian,Vegan,223,28.7,6.6,46.6,Snack,76
738,Chicken Tikka Masala,Continental,Non-Veg,698,14.2,11.0,47.2,Dinner,325
739,Chicken Frankie,Thai,Non-Veg,607,31.0,30.0,41.0,Breakfast,167
740,Egg Paratha,Indian,Non-Veg,252,30.6,12.8,79.9,Breakfast,101
741,Kadhi Chawal,Indian,Veg,162,8.7,14.5,79.3,Lunch,235
742,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,265
743,Bhel Puri,Mediterranean,Veg,311,13.8,10.7,74.2,Snack,134
744,Vegan Muffins,Continental,Vegan,187,11.7,13.0,77.2,Breakfast,196
745,Mutton Pulao,Indian,Non-Veg,271,10.7,18.4,45.5,Lunch,227
746,Dhokla,Thai,Veg,318,20.4,11.6,79.8,Snack,138
747,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,85
748,Chicken Poha,Mediterranean,Non-Veg,316,9.2,26.4,60.2,Breakfast,168
749,Avocado Toast,Thai,Vegan,402,11.6,2.4,44.2,Breakfast,174
750,Vegan Noodles,Mediterranean,Vegan,194,28.8,21.9,57.3,Dinner,243
751,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,100
752,Mutton Seekh Kebab,Thai,Non-Veg,561,37.8,19.8,44.6,Snack,137
753,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,255
754,Chicken Cutlet,Italian,Non-Veg,543,35.6,13.8,77.5,Breakfast,178
755,Trail Mix,Mediterranean,Vegan,658,17.4,9.8,34.6,Snack,134
756,Paneer Tikka,Italian,Veg,670,31.5,5.0,15.5,Snack,137
757,Chicken Tikka Masala,Continental,Non-Veg,698,14.2,11.0,47.2,Dinner,315
758,Egg Sandwich,Indian,Non-Veg,190,11.3,29.3,61.1,Snack,187
759,Veg Momos,Chinese,Veg,339,9.5,25.7,79.9,Snack,173
760,Vegan Noodles,Mediterranean,Vegan,194,28.8,21.9,57.3,Dinner,236
761,Veg Sandwich,Mexican,Veg,232,34.6,29.2,77.2,Breakfast,104
762,Fish Cutlet,Mexican,Non-Veg,269,9.1,16.4,76.3,Snack,64
763,Veg Handi,Thai,Veg,337,32.2,26.1,79.6,Dinner,209
764,Mutton Rogan Josh,Italian,Non-Veg,613,32.6,29.2,78.4,Lunch,350
765,Sweet Potato Bowl,Italian,Vegan,267,37.4,25.1,71.5,Lunch,238
766,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,275
767,Paneer Lababdar,Italian,Veg,518,20.9,28.6,27.8,Dinner,275
768,Veg Burger,Mediterranean,Veg,350,34.4,27.3,39.8,Snack,154
769,Fish Sandwich,Chinese,Non-Veg,507,10.7,9.5,56.4,Breakfast,112
770,Omelette,Chinese,Non-Veg,242,20.1,26.8,59.8,Breakfast,157
771,Tofu Stir Fry,Thai,Vegan,151,33.0,23.4,39.9,Dinner,226
772,Vegan Lasagna,Italian,Vegan,223,6.9,7.5,63.3,Dinner,240
773,Chicken Fried Rice,Italian,Non-Veg,659,29.6,11.3,17.3,Lunch,315
774,Masala Corn,Thai,Veg,408,23.0,22.2,32.7,Snack,141
775,Keema Curry,Chinese,Non-Veg,622,15.4,8.4,74.6,Lunch,344
776,Mutton Pulao,Indian,Non-Veg,271,10.7,18.4,45.5,Lunch,225
777,Egg Bhurji with Bread,Thai,Non-Veg,151,32.8,17.6,33.7,Breakfast,174
778,Cheese Toast,Chinese,Veg,250,30.1,6.5,20.2,Snack,75
779,Oatmeal,Mediterranean,Vegan,161,9.2,20.1,18.6,Breakfast,123
780,Mutton Pulao,Indian,Non-Veg,271,10.7,18.4,45.5,Lunch,229
781,Veg Frankie,Continental,Veg,439,28.3,13.9,24.8,Snack,133
782,Vegan Overnight Oats,Indian,Vegan,567,10.3,29.6,20.1,Breakfast,191
783,Veg Pizza Slice,Chinese,Veg,276,22.4,11.7,76.7,Snack,113
784,Sweet Potato Bowl,Italian,Vegan,267,37.4,25.1,71.5,Lunch,210
785,Avocado Toast,Thai,Vegan,402,11.6,2.4,44.2,Breakfast,191
786,Vegan Pasta,Mexican,Vegan,634,6.4,21.6,45.4,Lunch,300
787,Chicken Frankie,Thai,Non-Veg,607,31.0,30.0,41.0,Breakfast,192
788,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,133
789,Veg Fried Rice,Continental,Veg,346,5.2,14.0,16.1,Dinner,223
790,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,126
791,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,176
792,Chia Pudding,Italian,Vegan,601,8.5,4.5,71.5,Breakfast,142
793,Cheese Toast,Chinese,Veg,250,30.1,6.5,20.2,Snack,81
794,Mutton Biryani,Italian,Non-Veg,577,34.2,20.7,74.0,Dinner,293
795,Veg Manchurian,Mediterranean,Veg,322,7.3,3.3,18.2,Dinner,222
796,Veg Biryani,Thai,Veg,323,29.0,8.9,78.7,Lunch,205
797,Prawn Biryani,Thai,Non-Veg,690,21.5,21.9,65.4,Lunch,345
798,Veg Pizza Slice,Chinese,Veg,276,22.4,11.7,76.7,Snack,158
799,Veg Kofta Curry,Mexican,Veg,303,11.8,18.5,50.4,Lunch,223
800,Veg Burger,Mediterranean,Veg,350,34.4,27.3,39.8,Snack,69
801,Mutton Biryani,Italian,Non-Veg,577,34.2,20.7,74.0,Dinner,262
802,Veg Burger,Mediterranean,Veg,350,34.4,27.3,39.8,Snack,198
803,Veg Kofta Curry,Mexican,Veg,303,11.8,18.5,50.4,Lunch,237
804,Fruit Bowl,Continental,Vegan,292,20.0,26.6,19.4,Breakfast,196
805,Vegan Protein Bar,Mexican,Vegan,365,7.7,29.5,27.6,Snack,174
806,Cheese Toast,Chinese,Veg,250,30.1,6.5,20.2,Snack,148
807,Mutton Pulao,Indian,Non-Veg,271,10.7,18.4,45.5,Lunch,249
808,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,257
809,Chicken Keema Paratha,Mexican,Non-Veg,194,30.1,19.3,57.0,Breakfast,143
810,Veg Fried Rice,Continental,Veg,346,5.2,14.0,16.1,Dinner,244
811,Shahi Paneer,Continental,Veg,653,13.0,21.3,14.7,Lunch,334
812,Fish Thali,Continental,Non-Veg,245,7.1,12.8,54.7,Lunch,204
813,Butter Chicken with Naan,Indian,Non-Veg,261,7.9,17.1,48.5,Dinner,240
814,Vegan Noodles,Mediterranean,Vegan,194,28.8,21.9,57.3,Dinner,237
815,Mutton Biryani,Italian,Non-Veg,577,34.2,20.7,74.0,Dinner,283
816,Chicken Fried Rice,Italian,Non-Veg,659,29.6,11.3,17.3,Lunch,301
817,Chicken Cutlet,Italian,Non-Veg,543,35.6,13.8,77.5,Breakfast,176
818,Prawn Masala,Thai,Non-Veg,580,28.6,11.5,52.6,Lunch,282
819,Cauliflower Steaks,Italian,Vegan,391,6.4,22.3,43.3,Dinner,208
820,Vegan Sushi,Chinese,Vegan,381,16.5,24.1,57.9,Lunch,204
821,Omelette,Chinese,Non-Veg,242,20.1,26.8,59.8,Breakfast,173
822,Kadhi Chawal,Indian,Veg,162,8.7,14.5,79.3,Lunch,231
823,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,198
824,Veg Burger,Mediterranean,Veg,350,34.4,27.3,39.8,Snack,94
825,Rajma Chawal,Mexican,Veg,339,15.3,13.1,73.4,Lunch,222
826,Mutton Biryani,Italian,Non-Veg,577,34.2,20.7,74.0,Dinner,278
827,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,266
828,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,137
829,Mutton Pulao,Indian,Non-Veg,271,10.7,18.4,45.5,Lunch,209
830,Veg Hakka Noodles,Chinese,Veg,595,38.6,16.7,10.6,Dinner,300
831,Mutton Biryani,Italian,Non-Veg,577,34.2,20.7,74.0,Dinner,260
832,Fruit Bowl,Continental,Vegan,292,20.0,26.6,19.4,Breakfast,198
833,Chicken Sausage,Thai,Non-Veg,492,37.0,24.4,11.1,Breakfast,117
834,Vegan Chili,Continental,Vegan,256,39.4,3.1,43.0,Dinner,219
835,Veg Spring Roll,Italian,Veg,385,9.3,25.1,65.4,Snack,169
836,Vegan Stew,Chinese,Vegan,334,39.2,26.0,55.9,Dinner,248
837,Chicken Tikka Masala,Continental,Non-Veg,698,14.2,11.0,47.2,Dinner,320
838,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,270
839,Vegan Pancakes,Thai,Vegan,157,5.5,5.1,70.6,Breakfast,189
840,Tofu Scramble Wrap,Mediterranean,Vegan,195,15.0,10.2,37.7,Breakfast,117
841,Peanut Butter Dates,Indian,Vegan,223,28.7,6.6,46.6,Snack,119
842,Pav Bhaji,Mediterranean,Veg,457,15.8,12.5,28.8,Breakfast,190
843,Vegan Sushi,Chinese,Vegan,381,16.5,24.1,57.9,Lunch,206
844,Chicken Keema Paratha,Mexican,Non-Veg,194,30.1,19.3,57.0,Breakfast,115
845,Shahi Paneer,Continental,Veg,653,13.0,21.3,14.7,Lunch,324
846,Masala Dosa,Mediterranean,Veg,435,10.4,28.0,32.0,Breakfast,197
847,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,142
848,Tofu Scramble Wrap,Mediterranean,Vegan,195,15.0,10.2,37.7,Breakfast,184
849,Veg Korma,Chinese,Veg,344,26.7,17.0,41.2,Dinner,212
850,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,196
851,Chicken Sausage,Thai,Non-Veg,492,37.0,24.4,11.1,Breakfast,187
852,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,200
853,Chicken Fried Rice,Italian,Non-Veg,659,29.6,11.3,17.3,Lunch,321
854,Veg Hakka Noodles,Chinese,Veg,595,38.6,16.7,10.6,Dinner,255
855,Chicken Sausage,Thai,Non-Veg,492,37.0,24.4,11.1,Breakfast,151
856,Veg Pakora,Italian,Veg,207,17.3,3.5,44.9,Snack,174
857,Vegan Muffins,Chinese,Vegan,278,38.3,3.2,59.3,Snack,122
858,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,187
859,Vegan Yogurt Bowl,Continental,Vegan,258,18.5,20.1,48.6,Breakfast,149
860,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,250
861,Butter Chicken with Naan,Indian,Non-Veg,261,7.9,17.1,48.5,Dinner,217
862,Poha,Italian,Veg,606,37.2,25.6,46.6,Breakfast,183
863,Bhel Puri,Mediterranean,Veg,311,13.8,10.7,74.2,Snack,151
864,Veg Pakora,Italian,Veg,207,17.3,3.5,44.9,Snack,89
865,Chicken Keema Paratha,Mexican,Non-Veg,194,30.1,19.3,57.0,Breakfast,120
866,Dhokla,Thai,Veg,318,20.4,11.6,79.8,Snack,124
867,Veg Momos,Chinese,Veg,339,9.5,25.7,79.9,Snack,107
868,Veg Handi,Thai,Veg,337,32.2,26.1,79.6,Dinner,205
869,Dhokla,Thai,Veg,318,20.4,11.6,79.8,Snack,117
870,Vegan Protein Bar,Mexican,Vegan,365,7.7,29.5,27.6,Snack,89
871,Chicken Poha,Mediterranean,Non-Veg,316,9.2,26.4,60.2,Breakfast,112
872,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,145
873,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,272
874,Chole Kulche,Mediterranean,Veg,510,12.0,14.9,18.1,Breakfast,136
875,Veggie Stir Fry,Chinese,Vegan,692,34.6,22.5,35.9,Lunch,343
876,Stuffed Bell Peppers,Italian,Vegan,386,7.7,5.1,38.6,Lunch,239
877,Kadhi Chawal,Indian,Veg,162,8.7,14.5,79.3,Lunch,219
878,Veg Kofta Curry,Mexican,Veg,303,11.8,18.5,50.4,Lunch,204
879,Rajma Chawal,Mexican,Veg,339,15.3,13.1,73.4,Lunch,216
880,Chicken Sandwich,Mexican,Non-Veg,517,35.7,28.8,20.1,Breakfast,195
881,Vegan Sushi,Chinese,Vegan,381,16.5,24.1,57.9,Lunch,222
882,Veg Biryani,Thai,Veg,323,29.0,8.9,78.7,Lunch,227
883,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,200
884,Chicken Nuggets,Italian,Non-Veg,202,32.3,9.2,30.4,Snack,75
885,Chicken Handi,Chinese,Non-Veg,668,33.8,30.0,16.9,Dinner,328
886,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,177
887,Tofu Stir Fry,Thai,Vegan,151,33.0,23.4,39.9,Dinner,243
888,Chicken Pakora,Mexican,Non-Veg,585,19.4,25.1,51.0,Snack,95
889,Veg Spring Roll,Italian,Veg,385,9.3,25.1,65.4,Snack,116
890,Veg Korma,Chinese,Veg,344,26.7,17.0,41.2,Dinner,205
891,Stuffed Bell Peppers,Italian,Vegan,386,7.7,5.1,38.6,Lunch,228
892,Mutton Biryani,Italian,Non-Veg,577,34.2,20.7,74.0,Dinner,256
893,Veg Burger,Mediterranean,Veg,350,34.4,27.3,39.8,Snack,65
894,Idli Sambar,Italian,Veg,160,24.5,3.0,59.9,Breakfast,127
895,Coconut Yogurt,Indian,Vegan,675,39.2,25.4,26.5,Snack,189
896,Mutton Rogan Josh,Italian,Non-Veg,613,32.6,29.2,78.4,Lunch,330
897,Idli Sambar,Italian,Veg,160,24.5,3.0,59.9,Breakfast,150
898,Chicken Fried Rice,Italian,Non-Veg,659,29.6,11.3,17.3,Lunch,341
899,Chia Pudding,Italian,Vegan,601,8.5,4.5,71.5,Breakfast,113
900,Jeera Rice with Curry,Chinese,Veg,597,31.9,8.1,49.4,Dinner,282
901,Prawn Biryani,Thai,Non-Veg,690,21.5,21.9,65.4,Lunch,327
902,Vegan Noodles,Mediterranean,Vegan,194,28.8,21.9,57.3,Dinner,245
903,Matar Paneer,Indian,Veg,412,6.1,9.6,61.5,Dinner,264
904,Vegan Waffles,Italian,Vegan,440,35.7,3.2,23.5,Breakfast,192
905,Vegan Yogurt Bowl,Continental,Vegan,258,18.5,20.1,48.6,Breakfast,192
906,Veg Momos,Chinese,Veg,339,9.5,25.7,79.9,Snack,154
907,Kadhi Chawal,Indian,Veg,162,8.7,14.5,79.3,Lunch,216
908,Prawn Masala,Thai,Non-Veg,580,28.6,11.5,52.6,Lunch,269
909,Butter Chicken,Indian,Non-Veg,208,19.1,29.3,59.9,Lunch,229
910,Gobi Masala,Indian,Veg,528,23.1,6.7,22.4,Dinner,265
911,Veg Kofta Curry,Mexican,Veg,303,11.8,18.5,50.4,Lunch,220
912,Chicken Sausage,Thai,Non-Veg,492,37.0,24.4,11.1,Breakfast,179
913,Stuffed Bell Peppers,Italian,Vegan,386,7.7,5.1,38.6,Lunch,213
914,Veg Manchurian,Mediterranean,Veg,322,7.3,3.3,18.2,Dinner,215
915,Quinoa Salad,Thai,Vegan,349,39.8,12.4,47.6,Lunch,248
916,Chicken Keema Paratha,Mexican,Non-Veg,194,30.1,19.3,57.0,Breakfast,166
917,Vegan Protein Bar,Mexican,Vegan,365,7.7,29.5,27.6,Snack,72
918,Vegan Noodles,Mediterranean,Vegan,194,28.8,21.9,57.3,Dinner,224
919,Veg Kofta Curry,Mexican,Veg,303,11.8,18.5,50.4,Lunch,246
920,Chicken Sausage,Thai,Non-Veg,492,37.0,24.4,11.1,Breakfast,190
921,Chia Pudding,Chinese,Vegan,346,37.4,11.2,36.7,Snack,68
922,Fish Curry,Thai,Non-Veg,574,12.1,2.6,45.0,Lunch,276
923,Paneer Tikka Masala,Mexican,Veg,699,26.8,27.2,61.5,Dinner,324
924,Vegan Wrap,Italian,Vegan,497,15.1,22.3,51.3,Lunch,282
925,Prawn Masala,Thai,Non-Veg,580,28.6,11.5,52.6,Lunch,262
926,Vegan Noodles,Mediterranean,Vegan,194,28.8,21.9,57.3,Dinner,247
927,Oatmeal,Mediterranean,Vegan,161,9.2,20.1,18.6,Breakfast,180
928,Vegan Noodles,Mediterranean,Vegan,194,28.8,21.9,57.3,Dinner,208
929,Vegan Bagel with Spread,Continental,Vegan,678,10.4,9.0,47.6,Breakfast,130
930,Paneer Lababdar,Italian,Veg,518,20.9,28.6,27.8,Dinner,299
931,Vegan Popcorn,Indian,Vegan,393,16.0,8.3,12.1,Snack,163
932,Kadhi Chawal,Indian,Veg,162,8.7,14.5,79.3,Lunch,214
933,Trail Mix,Mediterranean,Vegan,658,17.4,9.8,34.6,Snack,61
934,Mutton Biryani,Italian,Non-Veg,577,34.2,20.7,74.0,Dinner,255
935,Chicken Fried Rice,Italian,Non-Veg,659,29.6,11.3,17.3,Lunch,319
936,Vegetable Khichdi,Continental,Veg,367,24.1,9.6,26.9,Lunch,224
937,Malai Kofta,Indian,Veg,252,14.8,19.3,55.5,Dinner,209
938,Fish Sandwich,Chinese,Non-Veg,507,10.7,9.5,56.4,Breakfast,173
939,Chicken Frankie,Thai,Non-Veg,607,31.0,30.0,41.0,Breakfast,169
940,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,261
941,Samosa,Thai,Veg,403,16.7,6.6,16.0,Snack,117
942,Shahi Paneer,Continental,Veg,653,13.0,21.3,14.7,Lunch,315
943,Vegan Tacos,Mediterranean,Vegan,460,11.5,18.2,77.2,Dinner,288
944,Keema Curry,Chinese,Non-Veg,622,15.4,8.4,74.6,Lunch,334
945,Oatmeal,Mediterranean,Vegan,161,9.2,20.1,18.6,Breakfast,103
946,Chicken Shawarma,Mexican,Non-Veg,506,23.0,11.0,74.0,Snack,63
947,Chicken Keema Paratha,Mexican,Non-Veg,194,30.1,19.3,57.0,Breakfast,125
948,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,129
949,Stuffed Eggplant,Continental,Vegan,403,19.8,5.3,41.1,Dinner,286
950,Masala Dosa,Mediterranean,Veg,435,10.4,28.0,32.0,Breakfast,199
951,Egg Bhurji with Bread,Thai,Non-Veg,151,32.8,17.6,33.7,Breakfast,132
952,Shahi Paneer,Continental,Veg,653,13.0,21.3,14.7,Lunch,321
953,Chia Pudding,Italian,Vegan,601,8.5,4.5,71.5,Breakfast,103
954,Avocado Toast,Thai,Vegan,402,11.6,2.4,44.2,Breakfast,145
955,Chole Bhature,Indian,Veg,368,33.0,28.4,63.9,Lunch,239
956,Butter Chicken with Naan,Indian,Non-Veg,261,7.9,17.1,48.5,Dinner,220
957,Masala Dosa,Mediterranean,Veg,435,10.4,28.0,32.0,Breakfast,195
958,Vegan Yogurt Bowl,Continental,Vegan,258,18.5,20.1,48.6,Breakfast,104
959,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,270
960,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,138
961,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,125
962,Peanut Butter Dates,Indian,Vegan,223,28.7,6.6,46.6,Snack,144
963,Chicken Tikka,Chinese,Non-Veg,202,10.0,16.7,41.3,Snack,77
964,Chicken Keema Paratha,Mexican,Non-Veg,194,30.1,19.3,57.0,Breakfast,169
965,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,143
966,Butter Chicken with Naan,Indian,Non-Veg,261,7.9,17.1,48.5,Dinner,247
967,Prawn Masala,Thai,Non-Veg,580,28.6,11.5,52.6,Lunch,290
968,Vegan Overnight Oats,Indian,Vegan,567,10.3,29.6,20.1,Breakfast,126
969,Mutton Rogan Josh,Italian,Non-Veg,613,32.6,29.2,78.4,Lunch,331
970,Chia Pudding,Italian,Vegan,601,8.5,4.5,71.5,Breakfast,100
971,Stuffed Bell Peppers,Italian,Vegan,386,7.7,5.1,38.6,Lunch,204
972,Chicken Fried Rice,Italian,Non-Veg,659,29.6,11.3,17.3,Lunch,303
973,Prawn Masala,Thai,Non-Veg,580,28.6,11.5,52.6,Lunch,264
974,Chia Pudding,Italian,Vegan,601,8.5,4.5,71.5,Breakfast,120
975,Vegan Bagel with Spread,Continental,Vegan,678,10.4,9.0,47.6,Breakfast,117
976,Chicken Cutlet,Italian,Non-Veg,543,35.6,13.8,77.5,Breakfast,124
977,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,107
978,Mutton Biryani,Italian,Non-Veg,577,34.2,20.7,74.0,Dinner,274
979,Chicken Sausage,Thai,Non-Veg,492,37.0,24.4,11.1,Breakfast,174
980,Chicken Handi,Chinese,Non-Veg,668,33.8,30.0,16.9,Dinner,308
981,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,155
982,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,122
983,Vegetable Uttapam,Chinese,Veg,243,39.7,14.9,26.7,Breakfast,133
984,Veg Frankie,Continental,Veg,439,28.3,13.9,24.8,Snack,122
985,Veg Hakka Noodles,Chinese,Veg,595,38.6,16.7,10.6,Dinner,250
986,Vegan Wrap,Italian,Vegan,497,15.1,22.3,51.3,Lunch,286
987,Veg Momos,Chinese,Veg,339,9.5,25.7,79.9,Snack,127
